phone	retailer_type	retailer_name		distribution_route	area	city
201210938499	Cafe	إكسترا تايم كافيه		خورشيد - المراغي	خورشيد - المراغي 	الإسكندرية
201210938499	Cafe	إكسترا تايم كافيه				
201210938499	Cafe	إكسترا تايم كافيه		الفلكي		
201210938499	Cafe	إكسترا تايم كافيه		الفلكي	خورشيد - المراغي 	
201210938499	Cafe	إكسترا تايم كافيه		خورشيد - المراغي		
201210938499	Cafe	إكسترا تايم كافيه		خورشيد - المراغي	خورشيد - المراغي 	
201211033310	Restaurant	الخليج للهندسة والتصنيع		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201211033310	Restaurant	الخليج للهندسة والتصنيع				
201211033310	Restaurant	الخليج للهندسة والتصنيع		التجمع و الرحاب		
201211033310	Restaurant	الخليج للهندسة والتصنيع		التجمع و الرحاب	التجمع و الرحاب	
201211115060	Restaurant	العائلات		شبرا مصر	شبرا مصر	القاهرة
201211115060	Restaurant	العائلات				
201211115060	Restaurant	العائلات		شبرا مصر		
201211115060	Restaurant	العائلات		شبرا مصر	شبرا مصر	
201211117959	Restaurant	مطعم جوتيه 		الشيخ زايد	الشيخ زايد	الجيزه
201211117959	Restaurant	مطعم جوتيه 				
201211117959	Restaurant	مطعم جوتيه 		الشيخ زايد		
201211117959	Restaurant	مطعم جوتيه 		الشيخ زايد	الشيخ زايد	
201211268117	Restaurant	سي ستار		المقطم	المقطم	القاهرة
201211268117	Restaurant	سي ستار				
201211268117	Restaurant	سي ستار		المقطم		
201211268117	Restaurant	سي ستار		المقطم	المقطم	
201211368300	Cafe	جرجيرة كافيه		محطة الرمل	محطة الرمل	الإسكندرية
201211368300	Cafe	جرجيرة كافيه				
201211368300	Cafe	جرجيرة كافيه		محطة الرمل		
201211368300	Cafe	جرجيرة كافيه		محطة الرمل	محطة الرمل	
201211699826	Restaurant	الفطاطرى		العجمي	العجمي	الإسكندرية
201211699826	Restaurant	الفطاطرى				
201211699826	Restaurant	الفطاطرى		العجمي		
201211699826	Restaurant	الفطاطرى		العجمي	العجمي	
201211728296	Cafe	فريسكاتو		فيكتوريا	فيكتوريا	الإسكندرية
201211728296	Cafe	فريسكاتو				
201211728296	Cafe	فريسكاتو		فيكتوريا		
201211728296	Cafe	فريسكاتو		فيكتوريا	فيكتوريا	
201211775575	Restaurant	أبو ليلة		الهرم	الهرم	الجيزه
201211775575	Restaurant	أبو ليلة				
201211775575	Restaurant	أبو ليلة		الهرم		
201211775575	Restaurant	أبو ليلة		الهرم	الهرم	
201212042615	Cafe	قصر الحسن		العجمي	العجمي	الإسكندرية
201212042615	Cafe	قصر الحسن		العجمي	عامرية اول	الإسكندرية
201212042615	Cafe	قصر الحسن		العجمي	عامرية ثاني ‎	الإسكندرية
201212042615	Cafe	قصر الحسن				
201212042615	Cafe	قصر الحسن		العجمي		
201212042615	Cafe	قصر الحسن		العجمي	العجمي	
201212042615	Cafe	قصر الحسن		العجمي	عامرية اول	
201212042615	Cafe	قصر الحسن		العجمي	عامرية ثاني ‎	
201212050549	Cafe	Fire cafe		طنطا ثان	طنطا ثان	طنطا
201212050549	Cafe	Fire cafe				
201212050549	Cafe	Fire cafe		طنطا ثان		
201212050549	Cafe	Fire cafe		طنطا ثان	طنطا ثان	
201212332119	Cafe	كافيتريا ميناء ابوقير		ابو قير	ابو قير	الإسكندرية
201212332119	Cafe	كافيتريا ميناء ابوقير				
201212332119	Cafe	كافيتريا ميناء ابوقير		ابو قير		
201212332119	Cafe	كافيتريا ميناء ابوقير		ابو قير	ابو قير	
201212429966	Cafe	السكريه		الهرم	الهرم	الجيزه
201212429966	Cafe	السكريه				
201212429966	Cafe	السكريه		الهرم		
201212429966	Cafe	السكريه		الهرم	الهرم	
201212555521	Restaurant	مطعم شيخ الصيادين		الزيتون	الزيتون	القاهرة
201212555521	Restaurant	مطعم شيخ الصيادين				
201212555521	Restaurant	مطعم شيخ الصيادين		الزيتون		
201212555521	Restaurant	مطعم شيخ الصيادين		الزيتون	الزيتون	
201212632360	PlayStation	بلستيشن r2		ابو قير	ابو قير	الإسكندرية
201212632360	PlayStation	بلستيشن r2		المعمورة	المعمورة	الإسكندرية
201212632360	PlayStation	بلستيشن r2				
201212632360	PlayStation	بلستيشن r2		ابو قير		
201212632360	PlayStation	بلستيشن r2		ابو قير	ابو قير	
201212632360	PlayStation	بلستيشن r2		المعمورة		
201212632360	PlayStation	بلستيشن r2		المعمورة	المعمورة	
201212661021	Restaurant	casareccto		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201212661021	Restaurant	casareccto		التجمع والرحاب	التجمع و الرحاب	القاهرة
201212661021	Restaurant	casareccto		التجمع والرحاب	مدينتي	القاهرة
201212661021	Restaurant	casareccto				
201212661021	Restaurant	casareccto		التجمع و الرحاب		
201212661021	Restaurant	casareccto		التجمع و الرحاب	التجمع و الرحاب	
201212661021	Restaurant	casareccto		التجمع والرحاب		
201212661021	Restaurant	casareccto		التجمع والرحاب	التجمع و الرحاب	
201212661021	Restaurant	casareccto		التجمع والرحاب	مدينتي	
201212664531	Cafe	dona		النزهة	مصر الجديدة	القاهرة
201212664531	Cafe	dona		مصر الجديدة	مدينة نصر‎‎‎‎	القاهرة
201212664531	Cafe	dona		مصر الجديدة	مصر الجديدة	القاهرة
201212664531	Cafe	dona		مصر الجديدة 	مصر الجديدة	القاهرة
201212664531	Cafe	dona		مصر الجديده 	مصر الجديدة	القاهرة
201212664531	Cafe	dona				
201212664531	Cafe	dona		النزهة		
201212664531	Cafe	dona		النزهة	مصر الجديدة	
201212664531	Cafe	dona		مصر الجديدة		
201212664531	Cafe	dona		مصر الجديدة	مدينة نصر‎‎‎‎	
201212664531	Cafe	dona		مصر الجديدة	مصر الجديدة	
201212664531	Cafe	dona		مصر الجديدة 		
201212664531	Cafe	dona		مصر الجديدة 	مصر الجديدة	
201212664531	Cafe	dona		مصر الجديده 		
201212664531	Cafe	dona		مصر الجديده 	مصر الجديدة	
201212666466	Restaurant	وان قطاميه		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201212666466	Restaurant	وان قطاميه		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201212666466	Restaurant	وان قطاميه				
201212666466	Restaurant	وان قطاميه		حي مدينه نصر‎‎‎‎		
201212666466	Restaurant	وان قطاميه		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201212666466	Restaurant	وان قطاميه		مدينة نصر		
201212666466	Restaurant	وان قطاميه		مدينة نصر	مدينة نصر‎‎‎‎	
201220000802	Restaurant	حاتي شيخ البلد		عين شمس	عين شمس	القاهرة
201220000802	Restaurant	حاتي شيخ البلد				
201220000802	Restaurant	حاتي شيخ البلد		عين شمس		
201220000802	Restaurant	حاتي شيخ البلد		عين شمس	عين شمس	
201220061253	Cafe	ريمنتدا كافيه		ابو قير	ابو قير	الإسكندرية
201220061253	Cafe	ريمنتدا كافيه		ابوقير	ابو قير	الإسكندرية
201220061253	Cafe	ريمنتدا كافيه				
201220061253	Cafe	ريمنتدا كافيه		ابو قير		
201220061253	Cafe	ريمنتدا كافيه		ابو قير	ابو قير	
201220061253	Cafe	ريمنتدا كافيه		ابوقير		
201220061253	Cafe	ريمنتدا كافيه		ابوقير	ابو قير	
201220075259	Restaurant	اسماك البطل		شبرا مصر	شبرا مصر	القاهرة
201220075259	Restaurant	اسماك البطل				
201220075259	Restaurant	اسماك البطل		شبرا مصر		
201220075259	Restaurant	اسماك البطل		شبرا مصر	شبرا مصر	
201220106359	Restaurant	مخبز الحريه		شبرا مصر	شبرا مصر	القاهرة
201220106359	Restaurant	مخبز الحريه				
201220106359	Restaurant	مخبز الحريه		شبرا مصر		
201220106359	Restaurant	مخبز الحريه		شبرا مصر	شبرا مصر	
201220115381	Company	مصنع الصلاح لتصنيع المواد الغذائية ومنتجات الألبان 		الفلكي	خورشيد - المراغي 	الإسكندرية
201220115381	Company	مصنع الصلاح لتصنيع المواد الغذائية ومنتجات الألبان 				
201220115381	Company	مصنع الصلاح لتصنيع المواد الغذائية ومنتجات الألبان 		الفلكي		
201220115381	Company	مصنع الصلاح لتصنيع المواد الغذائية ومنتجات الألبان 		الفلكي	خورشيد - المراغي 	
201220146887	Company	دار السيدة العذراء مريم وأبي سيفين		الظاهرية	الظاهرية	الإسكندرية
201220146887	Company	دار السيدة العذراء مريم وأبي سيفين				
201220146887	Company	دار السيدة العذراء مريم وأبي سيفين		الظاهرية		
201220146887	Company	دار السيدة العذراء مريم وأبي سيفين		الظاهرية	الظاهرية	
201220179555	PlayStation	حماده		الزيتون	الزيتون	القاهرة
201220179555	PlayStation	حماده				
201220179555	PlayStation	حماده		الزيتون		
201220179555	PlayStation	حماده		الزيتون	الزيتون	
201220501088	Cafe	Gatz		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201220501088	Cafe	Gatz		التجمع و الرحاب	مدينة المستقبل	القاهرة
201220501088	Cafe	Gatz		التجمع والرحاب	التجمع و الرحاب	القاهرة
201220501088	Cafe	Gatz		التجمع والرحاب	مدينة المستقبل	القاهرة
201220501088	Cafe	Gatz		التجمع والرحاب	مدينتي	القاهرة
201220501088	Cafe	Gatz				
201220501088	Cafe	Gatz		التجمع و الرحاب		
201220501088	Cafe	Gatz		التجمع و الرحاب	التجمع و الرحاب	
201220501088	Cafe	Gatz		التجمع و الرحاب	مدينة المستقبل	
201220501088	Cafe	Gatz		التجمع والرحاب		
201220501088	Cafe	Gatz		التجمع والرحاب	التجمع و الرحاب	
201220501088	Cafe	Gatz		التجمع والرحاب	مدينة المستقبل	
201220501088	Cafe	Gatz		التجمع والرحاب	مدينتي	
201220501543	Restaurant	اضواء المدينه		بحري	بحري	الإسكندرية
201220501543	Restaurant	اضواء المدينه				
201220501543	Restaurant	اضواء المدينه		بحري		
201220501543	Restaurant	اضواء المدينه		بحري	بحري	
201220808100	Cafe	الريس		محطة الرمل	محطة الرمل	الإسكندرية
201220808100	Cafe	الريس				
201220808100	Cafe	الريس		محطة الرمل		
201220808100	Cafe	الريس		محطة الرمل	محطة الرمل	
201220841882	Cafe	العثمانية		السيوف	السيوف	الإسكندرية
201220841882	Cafe	العثمانية				
201220841882	Cafe	العثمانية		السيوف		
201220841882	Cafe	العثمانية		السيوف	السيوف	
201220847938	Restaurant	شنابو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201220847938	Restaurant	شنابو		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201220847938	Restaurant	شنابو		مدينه نصر 	مدينة نصر‎‎‎‎	القاهرة
201220847938	Restaurant	شنابو				
201220847938	Restaurant	شنابو		حي مدينه نصر‎‎‎‎		
201220847938	Restaurant	شنابو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201220847938	Restaurant	شنابو		مدينة نصر		
201220847938	Restaurant	شنابو		مدينة نصر	مدينة نصر‎‎‎‎	
201220847938	Restaurant	شنابو		مدينه نصر 		
201220847938	Restaurant	شنابو		مدينه نصر 	مدينة نصر‎‎‎‎	
201221020793	Restaurant	هابي دولفين		وسط البلد	وسط البلد 	القاهرة
201221020793	Restaurant	هابي دولفين				
201221020793	Restaurant	هابي دولفين		وسط البلد		
201221020793	Restaurant	هابي دولفين		وسط البلد	وسط البلد 	
201221038319	Cafe	كفي شب		المقطم	المقطم	القاهرة
201221038319	Cafe	كفي شب				
201221038319	Cafe	كفي شب		المقطم		
201221038319	Cafe	كفي شب		المقطم	المقطم	
201221064615	Cafe	الشانزليزيه		فيصل	فيصل	الجيزه
201221064615	Cafe	الشانزليزيه				
201221064615	Cafe	الشانزليزيه		فيصل		
201221064615	Cafe	الشانزليزيه		فيصل	فيصل	
201221138578	Cafe	الخديوى		خورشيد - المراغي	خورشيد - المراغي 	الإسكندرية
201221138578	Cafe	الخديوى				
201221138578	Cafe	الخديوى		خورشيد - المراغي		
201221138578	Cafe	الخديوى		خورشيد - المراغي	خورشيد - المراغي 	
201221173096	Cafe	ساعه صفا		الهرم	الهرم	الجيزه
201221173096	Cafe	ساعه صفا				
201221173096	Cafe	ساعه صفا		الهرم		
201221173096	Cafe	ساعه صفا		الهرم	الهرم	
201221358881	Cafe	ريتروفو		مصر الجديدة	مصر الجديدة	القاهرة
201221358881	Cafe	ريتروفو				
201221358881	Cafe	ريتروفو		مصر الجديدة		
201221358881	Cafe	ريتروفو		مصر الجديدة	مصر الجديدة	
201221448490	Restaurant	zad		مصر الجديدة	الزيتون	القاهرة
201221448490	Restaurant	zad		مصر الجديدة	عين شمس	القاهرة
201221448490	Restaurant	zad		مصر الجديدة	مدينة المستقبل	القاهرة
201221448490	Restaurant	zad		مصر الجديدة	مصر الجديدة	القاهرة
201221448490	Restaurant	zad				
201221448490	Restaurant	zad		مصر الجديدة		
201221448490	Restaurant	zad		مصر الجديدة	الزيتون	
201221448490	Restaurant	zad		مصر الجديدة	عين شمس	
201221448490	Restaurant	zad		مصر الجديدة	مدينة المستقبل	
201221448490	Restaurant	zad		مصر الجديدة	مصر الجديدة	
201221626704	PlayStation	start		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201221626704	PlayStation	start		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201221626704	PlayStation	start				
201221626704	PlayStation	start		حي مدينه نصر‎‎‎‎		
201221626704	PlayStation	start		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201221626704	PlayStation	start		مدينة نصر		
201221626704	PlayStation	start		مدينة نصر	مدينة نصر‎‎‎‎	
201221662226	Restaurant	kadoura		المهندسين	المهندسين	الجيزه
201221662226	Restaurant	kadoura				
201221662226	Restaurant	kadoura		المهندسين		
201221662226	Restaurant	kadoura		المهندسين	المهندسين	
201221666418	Restaurant	زاكس كايرو مول		الهرم	الهرم	الجيزه
201221666418	Restaurant	زاكس كايرو مول				
201221666418	Restaurant	زاكس كايرو مول		الهرم		
201221666418	Restaurant	زاكس كايرو مول		الهرم	الهرم	
201221692456	Cafe	الملكه كافيه		الدهار	الدهار	البحر الأحمر
201221692456	Cafe	الملكه كافيه				
201221692456	Cafe	الملكه كافيه		الدهار		
201221692456	Cafe	الملكه كافيه		الدهار	الدهار	
201221813453	Restaurant	مطعم وكافيه ابو شادى ،      M S		الخصوص	الخصوص	القاهرة
201221813453	Restaurant	مطعم وكافيه ابو شادى ،      M S				
201221813453	Restaurant	مطعم وكافيه ابو شادى ،      M S		الخصوص		
201221813453	Restaurant	مطعم وكافيه ابو شادى ،      M S		الخصوص	الخصوص	
201221861381	Cafe	شوكليت سيتى		البيطاش	العجمي	الإسكندرية
201221861381	Cafe	شوكليت سيتى				
201221861381	Cafe	شوكليت سيتى		البيطاش		
201221861381	Cafe	شوكليت سيتى		البيطاش	العجمي	
201222184917	Restaurant	veloce lounge		مصر الجديدة	مدينة المستقبل	القاهرة
201222184917	Restaurant	veloce lounge		مصر الجديدة	مصر الجديدة	القاهرة
201222184917	Restaurant	veloce lounge				
201222184917	Restaurant	veloce lounge		مصر الجديدة		
201222184917	Restaurant	veloce lounge		مصر الجديدة	مدينة المستقبل	
201222184917	Restaurant	veloce lounge		مصر الجديدة	مصر الجديدة	
201222188715	Cafe	المعلم كافية		محرم بك	محرم بك	الإسكندرية
201222188715	Cafe	المعلم كافية				
201222188715	Cafe	المعلم كافية		محرم بك		
201222188715	Cafe	المعلم كافية		محرم بك	محرم بك	
201222195956	Cafe	كافيه مكاني		شبرا الخيمة	شبرا الخيمة	القاهرة
201222195956	Cafe	كافيه مكاني				
201222195956	Cafe	كافيه مكاني		شبرا الخيمة		
201222195956	Cafe	كافيه مكاني		شبرا الخيمة	شبرا الخيمة	
201222258643	Restaurant	trio lounge		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201222258643	Restaurant	trio lounge		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201222258643	Restaurant	trio lounge				
201222258643	Restaurant	trio lounge		حي مدينه نصر‎‎‎‎		
201222258643	Restaurant	trio lounge		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201222258643	Restaurant	trio lounge		مدينة نصر		
201222258643	Restaurant	trio lounge		مدينة نصر	مدينة نصر‎‎‎‎	
201222340040	Restaurant	المتولي		اللبان - ميناء البصل	اللبان - ميناء البصل	الإسكندرية
201222340040	Restaurant	المتولي				
201222340040	Restaurant	المتولي		اللبان - ميناء البصل		
201222340040	Restaurant	المتولي		اللبان - ميناء البصل	اللبان - ميناء البصل	
201222382646	Cafe	poskapes cafe 		فيصل	فيصل	الجيزه
201222382646	Cafe	poskapes cafe 				
201222382646	Cafe	poskapes cafe 		فيصل		
201222382646	Cafe	poskapes cafe 		فيصل	فيصل	
201222429585	Restaurant	all season		مدينتي	مدينتي	القاهرة
201222429585	Restaurant	all season				
201222429585	Restaurant	all season		مدينتي		
201222429585	Restaurant	all season		مدينتي	مدينتي	
201222509891	Cafe	Nile cafe		وسط البلد	وسط البلد 	القاهرة
201222509891	Cafe	Nile cafe				
201222509891	Cafe	Nile cafe		وسط البلد		
201222509891	Cafe	Nile cafe		وسط البلد	وسط البلد 	
201222554032	Cafe	اندرومدا		حي الشروق	مدينة الشروق	القاهرة
201222554032	Cafe	اندرومدا		مدينة الشروق	مدينة الشروق	القاهرة
201222554032	Cafe	اندرومدا				
201222554032	Cafe	اندرومدا		حي الشروق		
201222554032	Cafe	اندرومدا		حي الشروق	مدينة الشروق	
201222554032	Cafe	اندرومدا		مدينة الشروق		
201222554032	Cafe	اندرومدا		مدينة الشروق	مدينة الشروق	
201222600007	Restaurant	shadow pyramids roof top		الهرم 2	الهرم	الجيزه
201222600007	Restaurant	shadow pyramids roof top				
201222600007	Restaurant	shadow pyramids roof top		الهرم 2		
201222600007	Restaurant	shadow pyramids roof top		الهرم 2	الهرم	
201222623713	Restaurant	مخبز الصفا		عين شمس	عين شمس	القاهرة
201222623713	Restaurant	مخبز الصفا				
201222623713	Restaurant	مخبز الصفا		عين شمس		
201222623713	Restaurant	مخبز الصفا		عين شمس	عين شمس	
201222663109	Cafe	كافيه ميكس		طنطا ثان	طنطا ثان	طنطا
201222663109	Cafe	كافيه ميكس		طنطا ثان / سعيد / الحلو 	طنطا ثان	طنطا
201222663109	Cafe	كافيه ميكس				
201222663109	Cafe	كافيه ميكس		طنطا ثان		
201222663109	Cafe	كافيه ميكس		طنطا ثان	طنطا ثان	
201222663109	Cafe	كافيه ميكس		طنطا ثان / سعيد / الحلو 		
201222663109	Cafe	كافيه ميكس		طنطا ثان / سعيد / الحلو 	طنطا ثان	
201222700621	Cafe	كافيه جولدن فايف		طنطا ثان	طنطا ثان	طنطا
201222700621	Cafe	كافيه جولدن فايف				
201222700621	Cafe	كافيه جولدن فايف		طنطا ثان		
201222700621	Cafe	كافيه جولدن فايف		طنطا ثان	طنطا ثان	
201222712847	Cafe	الصباحى		سيدي بشر	سيدي بشر	الإسكندرية
201222712847	Cafe	الصباحى				
201222712847	Cafe	الصباحى		سيدي بشر		
201222712847	Cafe	الصباحى		سيدي بشر	سيدي بشر	
201222720195	Cafe	قهوة الصديق		محرم بك	محرم بك	الإسكندرية
201222720195	Cafe	قهوة الصديق				
201222720195	Cafe	قهوة الصديق		محرم بك		
201222720195	Cafe	قهوة الصديق		محرم بك	محرم بك	
201222800500	Cafe	لافا كاوفي		العجمي	العجمي	الإسكندرية
201222800500	Cafe	لافا كاوفي		العجمي	عامرية اول	الإسكندرية
201222800500	Cafe	لافا كاوفي		العجمي	عامرية ثاني ‎	الإسكندرية
201222800500	Cafe	لافا كاوفي		العجمي 	العجمي	الإسكندرية
201222800500	Cafe	لافا كاوفي		العجمي +	العجمي	الإسكندرية
201222800500	Cafe	لافا كاوفي		العجمي 1	العجمي	الإسكندرية
201222800500	Cafe	لافا كاوفي		الهانوفيل‎‎	العجمي	الإسكندرية
201222800500	Cafe	لافا كاوفي				
201222800500	Cafe	لافا كاوفي		العجمي		
201222800500	Cafe	لافا كاوفي		العجمي	العجمي	
201222800500	Cafe	لافا كاوفي		العجمي	عامرية اول	
201222800500	Cafe	لافا كاوفي		العجمي	عامرية ثاني ‎	
201222800500	Cafe	لافا كاوفي		العجمي 		
201222800500	Cafe	لافا كاوفي		العجمي 	العجمي	
201222800500	Cafe	لافا كاوفي		العجمي +		
201222800500	Cafe	لافا كاوفي		العجمي +	العجمي	
201222800500	Cafe	لافا كاوفي		العجمي 1		
201222800500	Cafe	لافا كاوفي		العجمي 1	العجمي	
201222800500	Cafe	لافا كاوفي		الهانوفيل‎‎		
201222800500	Cafe	لافا كاوفي		الهانوفيل‎‎	العجمي	
201222833443	Cafe	بح بح 		سيدي بشر	سيدي بشر	الإسكندرية
201222833443	Cafe	بح بح 				
201222833443	Cafe	بح بح 		سيدي بشر		
201222833443	Cafe	بح بح 		سيدي بشر	سيدي بشر	
201222891555	Restaurant	حضرموت حمزة		المعادي‎	البساتين	القاهرة
201222891555	Restaurant	حضرموت حمزة		المعادي‎	المعادي	القاهرة
201222891555	Restaurant	حضرموت حمزة		المعادي	المعادي	القاهرة
201222891555	Restaurant	حضرموت حمزة		حي المعادي	البساتين	القاهرة
201222891555	Restaurant	حضرموت حمزة		حي المعادي	المعادي	القاهرة
201222891555	Restaurant	حضرموت حمزة				
201222891555	Restaurant	حضرموت حمزة		المعادي‎		
201222891555	Restaurant	حضرموت حمزة		المعادي‎	البساتين	
201222891555	Restaurant	حضرموت حمزة		المعادي‎	المعادي	
201222891555	Restaurant	حضرموت حمزة		المعادي		
201222891555	Restaurant	حضرموت حمزة		المعادي	المعادي	
201222891555	Restaurant	حضرموت حمزة		حي المعادي		
201222891555	Restaurant	حضرموت حمزة		حي المعادي	البساتين	
201222891555	Restaurant	حضرموت حمزة		حي المعادي	المعادي	
201222973410	Cafe	كافية تكيه		المقطم	المقطم	القاهرة
201222973410	Cafe	كافية تكيه				
201222973410	Cafe	كافية تكيه		المقطم		
201222973410	Cafe	كافية تكيه		المقطم	المقطم	
201222993565	Cafe	recovery house 		الابراهيمية - كامب شيزار	الابراهيمية - كامب شيزار	الإسكندرية
201222993565	Cafe	recovery house 				
201222993565	Cafe	recovery house 		الابراهيمية - كامب شيزار		
201222993565	Cafe	recovery house 		الابراهيمية - كامب شيزار	الابراهيمية - كامب شيزار	
201223000066	Cafe	Wanted Cafe		المعادي‎	البساتين	القاهرة
201223000066	Cafe	Wanted Cafe		المعادي‎	المعادي	القاهرة
201223000066	Cafe	Wanted Cafe		المعادي	المعادي	القاهرة
201223000066	Cafe	Wanted Cafe				
201223000066	Cafe	Wanted Cafe		المعادي‎		
201223000066	Cafe	Wanted Cafe		المعادي‎	البساتين	
201223000066	Cafe	Wanted Cafe		المعادي‎	المعادي	
201223000066	Cafe	Wanted Cafe		المعادي		
201223000066	Cafe	Wanted Cafe		المعادي	المعادي	
201223058238	Restaurant	BRUNCHER		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201223058238	Restaurant	BRUNCHER		التجمع والرحاب	التجمع و الرحاب	القاهرة
201223058238	Restaurant	BRUNCHER				
201223058238	Restaurant	BRUNCHER		التجمع و الرحاب		
201223058238	Restaurant	BRUNCHER		التجمع و الرحاب	التجمع و الرحاب	
201223058238	Restaurant	BRUNCHER		التجمع والرحاب		
201223058238	Restaurant	BRUNCHER		التجمع والرحاب	التجمع و الرحاب	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	التجمع و الرحاب	القاهرة
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	الجمالية	القاهرة
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	المعادي	القاهرة
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	المقطم	القاهرة
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	عباسية	القاهرة
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201223095719	Restaurant	zacks				
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎		
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	التجمع و الرحاب	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	الجمالية	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	المعادي	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	المقطم	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	عباسية	
201223095719	Restaurant	zacks		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201223199795	Restaurant	جمبري المن		سموحة	سموحة	الإسكندرية
201223199795	Restaurant	جمبري المن				
201223199795	Restaurant	جمبري المن		سموحة		
201223199795	Restaurant	جمبري المن		سموحة	سموحة	
201223339709	Restaurant	zodic		مصر الجديدة	مصر الجديدة	القاهرة
201223339709	Restaurant	zodic				
201223339709	Restaurant	zodic		مصر الجديدة		
201223339709	Restaurant	zodic		مصر الجديدة	مصر الجديدة	
201223343377	Cafe	بربك طايم		محطة الرمل	محطة الرمل	الإسكندرية
201223343377	Cafe	بربك طايم				
201223343377	Cafe	بربك طايم		محطة الرمل		
201223343377	Cafe	بربك طايم		محطة الرمل	محطة الرمل	
201223356609	Restaurant	خمس نجوم		المعادي	المعادي	القاهرة
201223356609	Restaurant	خمس نجوم				
201223356609	Restaurant	خمس نجوم		المعادي		
201223356609	Restaurant	خمس نجوم		المعادي	المعادي	
201223394659	Restaurant	مطعم هريدي		الازاريطة	الازاريطة	الإسكندرية
201223394659	Restaurant	مطعم هريدي				
201223394659	Restaurant	مطعم هريدي		الازاريطة		
201223394659	Restaurant	مطعم هريدي		الازاريطة	الازاريطة	
201223529193	Restaurant	 حلوانى شيخ البلد		حلوان	حلوان	القاهرة
201223529193	Restaurant	 حلوانى شيخ البلد				
201223529193	Restaurant	 حلوانى شيخ البلد		حلوان		
201223529193	Restaurant	 حلوانى شيخ البلد		حلوان	حلوان	
201223644426	Cafe	بيكري		الحضرة	الحضرة	الإسكندرية
201223644426	Cafe	بيكري				
201223644426	Cafe	بيكري		الحضرة		
201223644426	Cafe	بيكري		الحضرة	الحضرة	
201223722183	Cafe	بورصه الزمالك		الحضرة القبلية	الحضرة القبلية	الإسكندرية
201223722183	Cafe	بورصه الزمالك				
201223722183	Cafe	بورصه الزمالك		الحضرة القبلية		
201223722183	Cafe	بورصه الزمالك		الحضرة القبلية	الحضرة القبلية	
201223728098	Restaurant	ترو ماما		كليوباترا - سبورتنج‎	كليوباترا - سبورتنج‎	الإسكندرية
201223728098	Restaurant	ترو ماما				
201223728098	Restaurant	ترو ماما		كليوباترا - سبورتنج‎		
201223728098	Restaurant	ترو ماما		كليوباترا - سبورتنج‎	كليوباترا - سبورتنج‎	
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين‎‎	البساتين	القاهرة
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين‎‎	المعادي	القاهرة
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين	البساتين	القاهرة
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البستاين	البساتين	القاهرة
201223749299	Mosque/Church	كانتين الكنيسه هيلانه				
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين‎‎		
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين‎‎	البساتين	
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين‎‎	المعادي	
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين		
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البساتين	البساتين	
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البستاين		
201223749299	Mosque/Church	كانتين الكنيسه هيلانه		البستاين	البساتين	
